timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,QGL,class
2024-01-01 00:00:00,38265830.0,14113820.0,117.1442,6240598.0,69.00066,3284755.0,0.0,4
2024-01-01 00:01:00,38265830.0,14120240.0,117.1488,6237570.0,69.03374,3284748.0,0.0,4
2024-01-01 00:02:00,38265830.0,14120920.0,117.1492,6237251.0,69.03139,3284747.0,0.0,4
2024-01-01 00:03:00,38265830.0,14122270.0,117.1501,6236614.0,69.02667,3284745.0,0.0,4
2024-01-01 00:04:00,38265830.0,14143230.0,117.1631,6241150.0,68.95361,3284720.0,0.0,4
2024-01-01 00:05:00,38265830.0,14144720.0,117.1643,6242597.0,68.94653,3284718.0,0.0,4
2024-01-01 00:06:00,38265830.0,14167160.0,117.1945,6209204.0,68.85241,3284660.0,0.0,4
2024-01-01 00:07:00,38265830.0,14175260.0,117.2054,6262826.0,68.86823,3284639.0,0.0,4
2024-01-01 00:08:00,38265830.0,14175420.0,117.2056,6262365.0,68.8728,3284639.0,0.0,4
2024-01-01 00:09:00,38265830.0,14181970.0,117.2144,6246298.0,69.00753,3284621.0,0.0,4
2024-01-01 00:10:00,38265830.0,14184150.0,117.2173,6246467.0,68.95613,3284616.0,0.0,4
2024-01-01 00:11:00,38265830.0,14186470.0,117.2188,6246551.0,68.93044,3284613.0,0.0,4
2024-01-01 00:12:00,38265830.0,14196780.0,117.2221,6246925.0,68.81663,3284600.0,0.0,4
2024-01-01 00:13:00,38265830.0,14205430.0,117.2184,6238277.0,68.88891,3284590.0,0.0,4
2024-01-01 00:14:00,38265830.0,14210410.0,117.2163,6233081.0,68.93449,3284584.0,0.0,4
2024-01-01 00:15:00,38265830.0,14224830.0,117.2095,6233820.0,68.83575,3284565.0,0.0,4
2024-01-01 00:16:00,38265830.0,14227390.0,117.2062,6249348.0,68.70473,3284555.0,0.0,4
2024-01-01 00:17:00,38265830.0,14228280.0,117.2051,6254749.0,68.65916,3284552.0,0.0,4
2024-01-01 00:18:00,38265830.0,14231070.0,117.2015,6261716.0,68.69231,3284542.0,0.0,4
2024-01-01 00:19:00,38265830.0,14236530.0,117.1946,6252917.0,68.75424,3284522.0,0.0,4
2024-01-01 00:20:00,38265830.0,14243100.0,117.1862,6184746.0,68.76431,3284499.0,0.0,4
2024-01-01 00:21:00,38265830.0,14246970.0,117.1838,6184848.0,68.76722,3284492.0,0.0,4
2024-01-01 00:22:00,38265830.0,14273090.0,117.1726,6185320.0,68.7807,3284460.0,0.0,4
2024-01-01 00:23:00,38265830.0,14279050.0,117.17,6185427.0,68.81744,3284452.0,0.0,4
2024-01-01 00:24:00,38265830.0,14305390.0,117.1577,6234113.0,69.14993,3284417.0,0.0,4
2024-01-01 00:25:00,38265830.0,14316330.0,117.1456,6222649.0,69.12196,3284383.0,0.0,4
2024-01-01 00:26:00,38265830.0,14325720.0,117.1352,6230146.0,69.09399,3284354.0,0.0,4
2024-01-01 00:27:00,38265830.0,14335250.0,117.1247,6217038.0,69.13019,3284324.0,0.0,4
2024-01-01 00:28:00,38265830.0,14340270.0,117.1192,6179424.0,69.23881,3284308.0,0.0,4
2024-01-01 00:29:00,38265830.0,14343100.0,117.1161,6176698.0,69.23766,3284299.0,0.0,4
2024-01-01 00:30:00,38265830.0,14340090.0,117.1091,6194164.0,69.16033,3284280.0,0.0,4
2024-01-01 00:31:00,38265830.0,14340000.0,117.109,6194520.0,69.15983,3284279.0,0.0,4
2024-01-01 00:32:00,38265830.0,14338170.0,117.1059,6196705.0,69.14875,3284270.0,0.0,4
2024-01-01 00:33:00,38265830.0,14335850.0,117.1019,6197369.0,69.13465,3284259.0,0.0,4
2024-01-01 00:34:00,38265830.0,14335100.0,117.1006,6197583.0,69.13012,3284255.0,0.0,4
2024-01-01 00:35:00,38265830.0,14326700.0,117.0863,6196181.0,69.07925,3284215.0,0.0,4
2024-01-01 00:36:00,38265830.0,14325210.0,117.0837,6184246.0,69.07246,3284208.0,0.0,4
2024-01-01 00:37:00,38265830.0,14316870.0,117.0754,6193948.0,69.11266,3284184.0,0.0,4
2024-01-01 00:38:00,38265830.0,14313410.0,117.0724,6197934.0,69.18565,3284175.0,0.0,4
2024-01-01 00:39:00,38265830.0,14309120.0,117.0687,6201198.0,69.27602,3284165.0,0.0,4
2024-01-01 00:40:00,38265830.0,14307970.0,117.0677,6202077.0,69.30035,3284162.0,0.0,4
2024-01-01 00:41:00,38265830.0,14302220.0,117.0391,6205843.0,69.32178,3284150.0,0.0,4
2024-01-01 00:42:00,38265830.0,14276830.0,116.9549,6199557.0,69.3444,3284118.0,0.0,4
2024-01-01 00:43:00,38265830.0,14276500.0,116.9538,6199195.0,69.34469,3284118.0,0.0,4
2024-01-01 00:44:00,38265830.0,14269340.0,116.9301,6191238.0,69.35107,3284109.0,0.0,4
2024-01-01 00:45:00,38265830.0,14263810.0,116.9118,6188558.0,69.31499,3284102.0,0.0,4
2024-01-01 00:46:00,38265830.0,14238090.0,116.8513,6187484.0,69.30338,3284070.0,0.0,4
2024-01-01 00:47:00,38265830.0,14207490.0,116.8054,6233146.0,69.24429,3284032.0,0.0,4
2024-01-01 00:48:00,38265830.0,14181780.0,116.7668,6151634.0,69.04539,3284000.0,0.0,4
2024-01-01 00:49:00,38265830.0,14169730.0,116.7554,6163193.0,68.95975,3283986.0,0.0,4
2024-01-01 00:50:00,38265830.0,14147850.0,116.7581,6166680.0,69.01205,3283969.0,0.0,4
2024-01-01 00:51:00,38265830.0,14143920.0,116.7585,6167178.0,69.01953,3283966.0,0.0,4
2024-01-01 00:52:00,38265830.0,14064110.0,116.7682,6095248.0,68.65574,3283905.0,0.0,4
2024-01-01 00:53:00,38265830.0,14062440.0,116.7685,6096334.0,68.64182,3283904.0,0.0,4
2024-01-01 00:54:00,38265830.0,14024890.0,116.7756,6082023.0,68.59743,3283858.0,0.0,4
2024-01-01 00:55:00,38265830.0,14019490.0,116.7763,6085141.0,68.5663,3283854.0,0.0,4
2024-01-01 00:56:00,38265830.0,13997580.0,116.7788,6097301.0,68.48435,3283838.0,0.0,4
