timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,QGL,class
2024-01-01 00:00:00,89.96714153011233,67.40942038025312,140.99033154879004,48.89180538083319,73.24821725025619,32.28245198887812,111.84384884245219,0
2024-01-01 00:01:00,83.61735698828815,75.27533312376104,133.86950524369152,42.244071418357336,78.55481329284483,33.872738642131445,132.79229978440998,5
2024-01-01 00:02:00,91.47688538100692,48.81145940944687,120.89445554880261,40.90900558288846,72.07580079000039,28.67476646726671,141.72788933156713,8
2024-01-01 00:03:00,100.23029856408026,64.50375389352456,110.2959483344164,44.98312771294524,76.9203847036096,27.551053061969,187.7537531468038,0
2024-01-01 00:04:00,82.65846625276664,54.79485944702539,130.47334970420386,44.14907688737536,61.063853330462145,25.65939789376881,161.13106249067516,6
2024-01-01 00:05:00,82.6586304305082,56.10299692988243,125.90228078132624,42.733859753363625,82.13293707372938,26.69835788008418,123.29036861800218,5
2024-01-01 00:06:00,100.79212815507391,55.26084860608905,133.427898300416,48.481937237283574,80.01205475362224,41.7963777012349,159.72072578835275,0
2024-01-01 00:07:00,92.67434729152909,53.08807384256147,129.52757702522953,49.77652604285255,71.82911368931809,34.978718322947145,119.05392022123269,0
2024-01-01 00:08:00,80.30525614065049,60.388173023558615,135.74329072979003,45.442034431459234,86.59245668432405,24.595702535167916,171.65382107774147,0
2024-01-01 00:09:00,90.42560043585965,53.3523990687117,111.97147182659148,52.38765040527631,89.37570137626558,24.71016817302572,140.57750696364243,8
2024-01-01 00:10:00,80.36582307187538,62.16365460623871,139.76091098451488,39.29155442933248,63.924401356310256,31.927464246873967,148.12727622521658,0
2024-01-01 00:11:00,80.34270246429743,59.5980951244069,122.963994070386,44.03170270360141,72.37275221433785,32.189059189511866,176.5159329508438,5
2024-01-01 00:12:00,87.41962271566034,58.08841562506872,151.12891308937898,41.41588839698598,72.30857650212701,32.195535341269455,124.256728628315,0
2024-01-01 00:13:00,65.86719755342202,52.739490703667215,109.66218272865649,35.667316914634696,70.60096898891135,28.980176825785207,122.05763629774017,4
2024-01-01 00:14:00,67.75082167486967,55.38582935545334,146.03945704747875,44.586596570786504,88.29474841931749,29.498182959988398,138.3280134730799,0
2024-01-01 00:15:00,119.37712470759027,66.04312980660605,122.96866175193972,44.39126245808358,78.06173861227197,31.31151809663743,170.76757702038634,1
2024-01-01 00:16:00,74.87168879665576,64.00733750099505,110.22872994578327,52.567248716210656,77.35485158689389,30.343572025173323,119.61307849046315,5
2024-01-01 00:17:00,88.14247332595274,52.17955804161159,112.74171248918518,48.154058422773886,59.961376355932465,21.12279850900986,93.35688803778862,5
2024-01-01 00:18:00,75.91975924478788,60.7946584434338,115.1947903770852,39.87906587835398,86.35418030209226,29.080801477699225,140.97682283182002,6
2024-01-01 00:19:00,70.87696298664709,66.01109698697431,126.36248919602875,54.27046283167094,67.60741605146528,26.594374262958745,161.03481599821842,0
2024-01-01 00:20:00,99.65648768921554,46.644757751029026,177.84253232053248,51.10516847762676,80.59932630266329,30.70084567563405,174.00523499477657,3
2024-01-01 00:21:00,82.74223699513465,64.34688153903949,111.39449994092132,47.910488517343076,82.77376937958192,41.94103601041364,140.73677275829203,0
2024-01-01 00:22:00,85.67528204687923,54.69900992843323,119.63468111608526,43.86757950575084,93.60658595838652,31.46992666189722,141.77146785767997,0
2024-01-01 00:23:00,110.75251813786544,64.56478934874528,152.13405537917794,40.2028038163826,66.91179600880888,28.745881255310408,173.07801468511494,1
2024-01-01 00:24:00,79.55617275474818,53.89392674765986,145.91314755151066,43.138966119644735,49.80487844179174,33.68720600790901,112.6051660060916,0
2024-01-01 00:25:00,126.10922589709867,45.560943194683844,126.54485504511048,50.443743098520926,81.83849544753694,31.930751548836852,142.2295844963398,1
2024-01-01 00:26:00,73.49006422577698,46.9796604969347,120.570052172523,54.42293152967304,98.00511181510853,31.680377961807366,153.80847779850114,8
2024-01-01 00:27:00,88.75698018345672,60.38467957329106,121.80046990077392,52.71621764136094,92.38946352939438,32.42740237286269,158.98437442570068,0
2024-01-01 00:28:00,78.99361310081196,62.07778001377186,179.20276959095625,42.55575289106863,82.09659415274626,38.226174259318164,139.80386613618234,3
2024-01-01 00:29:00,82.08306250206724,52.76546699916473,104.65811152202392,39.401912833554945,75.08363814367952,25.47644625869634,150.68882023411683,0
2024-01-01 00:30:00,78.98293387770603,65.108739670219,116.13935193864982,45.70443123455602,88.0712259663731,31.894528307245817,100.2334529317402,0
2024-01-01 00:31:00,103.52278184508938,46.70783950184832,94.97123889183615,36.157803172185744,70.26453800295532,26.294475480073846,136.83503175332302,0
2024-01-01 00:32:00,,59.47136161082147,125.98834683907918,46.615838570923906,84.7635776935622,32.22205058536899,159.07017425108936,7
2024-01-01 00:33:00,74.422890710441,50.31187040190035,129.70793909554112,44.261987068506656,85.05470159166627,26.325253954055622,130.3541193149064,6
2024-01-01 00:34:00,,54.785311137582724,112.75220306550939,42.66981749065879,90.6020990749888,28.330532745579664,151.17968443179194,7
2024-01-01 00:35:00,72.79156350028978,60.379189370531314,143.6098014493505,37.026484663666025,107.59660038911078,28.819640343048373,158.93745001605396,8
2024-01-01 00:36:00,87.08863595004756,53.11669307772838,101.61351505496488,47.568000532848586,83.92415967178766,33.90326687737883,143.1490159828447,0
2024-01-01 00:37:00,65.40329876120225,56.9235556461614,98.0343767968527,42.33649580169045,74.91036374292501,33.673817775769656,153.40927541993142,0
2024-01-01 00:38:00,71.71813951101569,68.05034247371552,173.36677727839958,39.15041582144856,79.74425687808005,25.017130494214463,130.74534869430775,3
2024-01-01 00:39:00,86.96861235869123,55.38486504381481,135.70647453918232,30.63868893359175,62.30924095110882,30.219736443999395,145.86777440607906,0
2024-01-01 00:40:00,92.3846657999541,66.68553689652113,145.25891537186803,44.86242547474682,73.05286868910942,27.16168058100331,162.20432339178444,0
2024-01-01 00:41:00,86.7136828118997,50.962345162739055,113.1167360569659,53.86125798334872,75.90717561886896,24.965980357298662,153.1394592193687,0
