timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,QGL,class
2018-05-17 22:56:29,27897313.54001408,19824230.0,125.6859,4059666.0,97.55279,0.0,0.0,0
2018-05-17 22:56:35,27897313.54001408,19824230.0,125.6859,4059666.0,97.55278107000063,0.0,0.0,0
2018-05-17 22:56:36,27897486.45998592,19824230.0,125.6859,4059666.0,97.55278,0.0,0.0,0
2018-05-17 22:56:38,27897359.63000576,19824230.0,125.6859,4059666.0,97.55278,0.0,0.0,0
2018-05-17 22:56:50,27897359.63000576,19824230.0,125.6859,4059666.0,97.55276,0.0,0.0,0
2018-05-17 22:56:55,27897447.49000448,19824230.0,125.6859,4059666.0,97.55275107000064,0.0,0.0,0
2018-05-17 22:57:05,27897313.54001408,19824230.0,125.6859,4059666.0,97.55274,0.0,0.0,0
2018-05-17 22:57:11,27897313.54001408,19824230.0,125.6859,4059666.0,97.55273,0.0,0.0,0
2018-05-17 22:57:15,27897431.43999488,19824230.0,125.6859,4059666.0,97.55272107000063,0.0,0.0,0
2018-05-17 22:57:16,27897502.50999552,19824230.0,125.6859,4059666.0,97.55272,0.0,0.0,0
2018-05-17 22:57:19,27897447.49000448,19824230.0,125.6859,4059666.0,97.55272,0.0,0.0,0
2018-05-17 22:57:22,27897502.50999552,19824230.0,125.6859,4059666.0,97.55271,0.0,0.0,0
2018-05-17 22:57:24,27897486.45998592,19824230.0,125.6859,4059666.0,97.55271,0.0,0.0,0
2018-05-17 22:57:45,27897431.43999488,19824230.0,125.6859,4059666.0,97.55268,0.0,0.0,0
2018-05-17 22:57:55,27897447.49000448,19824230.0,125.6859,4059666.0,97.55266107000064,0.0,0.0,0
2018-05-17 22:57:57,27897431.43999488,19824230.0,125.6859,4059666.0,97.55266,0.0,0.0,0
2018-05-17 22:58:01,27897447.49000448,19824230.0,125.6859,4059666.0,97.55266,0.0,0.0,0
2018-05-17 22:58:09,27897431.43999488,19824230.0,125.6859,4059666.0,97.55264107000063,0.0,0.0,0
2018-05-17 22:58:10,27897502.50999552,19824230.0,125.6859,4059666.0,97.55264,0.0,0.0,0
2018-05-17 22:58:21,27897431.43999488,19824230.0,125.6859,4059666.0,97.55263,0.0,0.0,0
2018-05-17 22:58:48,27897486.45998592,19824230.0,125.6859,4059666.0,97.55259,0.0,0.0,0
2018-05-17 22:58:54,27897486.45998592,19824230.0,125.6859,4059666.0,97.55258,0.0,0.0,0
2018-05-17 22:58:59,27897313.54001408,19824230.0,125.6859,4059666.0,97.55257,0.0,0.0,0
2018-05-17 22:59:11,27897313.54001408,19824240.0,125.6859,4059666.0,97.55255107000063,0.0,0.0,0
2018-05-17 22:59:14,27897369.63000576,19824240.0,125.6859,4059666.0,97.55255,0.0,0.0,0
2018-05-17 22:59:22,27897502.50999552,19824240.0,125.6859,4059666.0,97.55254,0.0,0.0,0
2018-05-17 22:59:29,27897313.54001408,19824240.0,125.6859,4059666.0,97.55253,0.0,0.0,0
2018-05-17 22:59:36,27897486.45998592,19824240.0,125.6859,4059666.0,97.55252,0.0,0.0,0
2018-05-17 22:59:38,27897369.63000576,19824240.0,125.6859,4059666.0,97.55252,0.0,0.0,0
2018-05-17 22:59:46,27897502.50999552,19824240.0,125.6859,4059666.0,97.55250107000063,0.0,0.0,0
2018-05-17 22:59:59,27897313.54001408,19824240.0,125.6859,4059666.0,97.55249,0.0,0.0,0
2018-05-17 23:00:03,27897431.43999488,19824240.0,125.6859,4059666.0,97.55248,0.0,0.0,0
2018-05-17 23:00:05,27897313.54001408,19824240.0,125.6859,4059666.0,97.55248,0.0,0.0,0
2018-05-17 23:00:13,27897456.42000384,19824240.0,125.6859,4059666.0,97.55247,0.0,0.0,0
2018-05-17 23:00:17,27897313.54001408,19824240.0,125.6859,4059666.0,97.55246,0.0,0.0,0
2018-05-17 23:00:20,27897369.63000576,19824240.0,125.6859,4059666.0,97.55246,0.0,0.0,0
2018-05-17 23:00:36,27897486.45998592,19824240.0,125.6859,4059666.0,97.55243107000064,0.0,0.0,0
2018-05-17 23:00:41,27897313.54001408,19824240.0,125.6859,4059666.0,97.55243,0.0,0.0,0
2018-05-17 23:00:55,27897456.42000384,19824240.0,125.6859,4059666.0,97.55241,0.0,0.0,0
2018-05-17 23:01:11,27897313.54001408,19824240.0,125.6858,4059666.0,97.55239,0.0,0.0,0
2018-05-17 23:01:13,27897456.42000384,19824240.0,125.6858,4059666.0,97.55238107000064,0.0,0.0,0
2018-05-17 23:01:28,27897503.57999616,19824240.0,125.6858,4059666.0,97.55236,0.0,0.0,0
2018-05-17 23:01:30,27897486.45998592,19824240.0,125.6858,4059666.0,97.55236,0.0,0.0,0
2018-05-17 23:01:37,27897456.42000384,19824240.0,125.6858,4059666.0,97.55235,0.0,0.0,0
2018-05-17 23:01:38,27897369.63000576,19824240.0,125.6858,4059666.0,97.55235,0.0,0.0,0
2018-05-17 23:01:48,27897486.45998592,19824240.0,125.6858,4059666.0,97.55234,0.0,0.0,0
2018-05-17 23:01:50,27897369.63000576,19824240.0,125.6858,4059666.0,97.55233107000063,0.0,0.0,0
2018-05-17 23:01:56,27897369.63000576,19824240.0,125.6858,4059666.0,97.55233,0.0,0.0,0
2018-05-17 23:01:58,27897503.57999616,19824240.0,125.6858,4059666.0,97.55232,0.0,0.0,0
2018-05-17 23:02:11,27897313.54001408,19824240.0,125.6858,4059666.0,97.55231,0.0,0.0,0
2018-05-17 23:02:13,27897456.42000384,19824240.0,125.6858,4059666.0,97.5523,0.0,0.0,0
2018-05-17 23:02:17,27897313.54001408,19824240.0,125.6858,4059666.0,97.5523,0.0,0.0,0
2018-05-17 23:02:28,27897503.57999616,19824240.0,125.6858,4059666.0,97.55228,0.0,0.0,0
2018-05-17 23:02:29,27897313.54001408,19824240.0,125.6858,4059666.0,97.55228,0.0,0.0,0
