timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,QGL,class
2024-01-01 00:00:00,250.0977,135.1902,59.97301,12.39075,54.89203,0.0,0.0,0
2024-01-01 00:01:00,250.0977,135.1902,59.97301,12.39075,54.89203,0.0,0.0,0
2024-01-01 00:02:00,250.0977,135.1902,59.97301,12.39075,54.89203,0.0,0.0,0
2024-01-01 00:03:00,250.0977,135.1902,59.97301,12.39075,54.89203,0.0,0.0,0
2024-01-01 00:04:00,250.0977,135.1902,59.97301,12.39075,54.89203,0.0,0.0,0
2024-01-01 00:05:00,250.0977,135.1902,59.97301,12.39075,54.89203,0.0,0.0,0
2024-01-01 00:06:00,250.0977,135.1902,59.97301,12.39075,54.89203,0.0,0.0,0
2024-01-01 00:07:00,250.0977,135.1902,59.97301,12.39075,54.89203,0.0,0.0,0
2024-01-01 00:08:00,250.0977,135.1902,59.97301,12.39075,54.89203,0.0,0.0,0
2024-01-01 00:09:00,250.0977,135.1902,59.97301,12.39075,54.89203,0.0,0.0,0
2024-01-01 00:10:00,250.0977,135.1902,59.97301,12.400627098970846,54.89203,0.0,0.0,0
2024-01-01 00:11:00,250.0977,135.1902,59.97301,12.40103,54.89203,0.0,0.0,0
2024-01-01 00:12:00,250.0977,135.1902,59.97301,12.40103,54.89203,0.0,0.0,0
2024-01-01 00:13:00,250.0977,135.1902,59.97301,12.40103,54.89203,0.0,0.0,0
2024-01-01 00:14:00,250.0977,135.1902,59.97301,12.40103,54.89203,0.0,0.0,0
2024-01-01 00:15:00,250.0977,135.1902,59.97301,12.40103,54.89203,0.0,0.0,0
2024-01-01 00:16:00,250.0977,135.1902,59.97301,12.40103,54.89203,0.0,0.0,0
2024-01-01 00:17:00,250.0977,135.1902,59.97301,12.40103,54.89203,0.0,0.0,0
2024-01-01 00:18:00,250.0977,135.1902,59.97301,12.40103,54.89203,0.0,0.0,0
2024-01-01 00:19:00,250.09673692418218,135.1902,59.972532166228845,12.40103,54.8915558703666,0.0,0.0,0
2024-01-01 00:20:00,250.09589554281592,135.1902,59.972114711627896,12.40103,54.89114165184784,0.0,0.0,0
2024-01-01 00:21:00,250.0951,135.18987431421928,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:22:00,250.0951,135.1892395442542,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:23:00,250.0951,135.1851,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:24:00,250.0951,135.1851,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:25:00,250.0951,135.1851,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:26:00,250.0951,135.1851,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:27:00,250.0951,135.1851,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:28:00,250.0945754560148,135.1851,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:29:00,250.09435355323708,135.1851,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:30:00,250.0940946666631,135.1851,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:31:00,250.09334574478834,135.1851,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:32:00,250.09286495543662,135.1851,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:33:00,250.0925505931682,135.1851,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:34:00,250.0925,135.18713713716315,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:35:00,250.0925,135.18751799914253,59.97172,12.40103,54.89075,0.0,0.0,0
2024-01-01 00:36:00,250.0925,135.1902,59.97172,12.402935339723111,54.89075,0.0,0.0,0
2024-01-01 00:37:00,250.0925,135.1902,59.97172,12.403885823287636,54.89075,0.0,0.0,0
2024-01-01 00:38:00,250.0925,135.1902,59.97232973776348,12.41131,54.89135501111415,0.0,0.0,0
2024-01-01 00:39:00,250.09411348206828,135.1902,59.97301,12.41131,54.89203,0.0,0.0,0
2024-01-01 00:40:00,250.0951,135.1902,59.97301,12.41131,54.89203,0.0,0.0,0
2024-01-01 00:41:00,250.0951,135.1902,59.97301,12.41131,54.89203,0.0,0.0,0
